artist_name,title,release,song_id,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,year
HardNox,Fly Away (Instrumental),Fly Away,SOYDXQB12AAA15D4F7,212.89751,0,0.0,-6.117,1,0.0,118.026,4,1.0,
Donnie McClurkin,Psalm 27,Live in London and More ..,SOXECRP12AB017EADA,302.36689,5,0.664,-8.004,1,0.562,150.117,4,0.408,2000.0
Bessie Smith,Chicago Bound Blues,Queen Of The Blues: Volume 1 B,SOCLRHR12A8C134808,187.03628,10,0.052,-19.27,1,0.342,70.746,1,0.0,1991.0
Paso Doble,Herz an herz (Live Version),Hautnah,SOBFVUR12A8C137745,330.37016,11,0.715,-8.259,0,0.644,147.002,4,0.0,
Talking Heads,Papa Legba (2005 Digital Remaster),True Stories,SOSMFPM12A6D4F8577,355.73506,5,0.241,-9.306,1,0.267,113.142,4,0.983,1986.0
Jake Hess,I Know Where I Am Now,Special Homecoming Moments,SOPPWUZ12AB0180E3C,298.89261,10,0.35,-15.102,1,0.412,99.958,4,0.741,2004.0
Jimmy Page,Liquid Mercury,Outrider,SOLHSSM12A6D4F97F4,184.78975,2,1.0,-10.939,1,0.886,149.981,7,0.158,1988.0
Desert Dwellers,Falling Stars,ASUDHA - Yoga Dub Grooves,SOEKAOG12AB0188100,489.58649,6,0.417,-14.66,0,0.455,97.014,4,0.578,
Spooky Tooth,Waitin' For The Wind,The Best Of Spooky Tooth,SOYCCVP12A6701E6D1,222.14485,2,0.759,-14.736,1,0.682,96.645,4,0.754,1969.0
Funeral For A Friend,Your Revolution Is A Joke,Casually Dressed And Deep In Conversation,SOSSQKN12A6310F224,164.54485,6,0.195,-10.897,1,0.501,148.045,4,0.0,2003.0
Basic Channel,Q Loop,BCD,SOZDWVM12A8AE448E8,329.01179,8,0.05,-22.184,0,0.251,107.709,4,1.0,1995.0
Sweet,Neon Psychedelia,Sweetlife,SOXOKQF12AB018C079,295.36608,9,0.664,-4.707,1,0.398,120.18,4,1.0,
Sound Field,CrossBreed,Audio Surfin',SOHNGYV12A58A7A9EE,564.37506,1,0.629,-6.709,1,0.858,137.971,4,0.615,
The Ataris,Make It Last,...Anywhere But Here,SOEWUWF12A8C13D27A,99.49995,7,0.391,-5.301,1,0.601,228.637,1,0.0,1997.0
The Rascals,I'm Blue (LP Version),See,SOCIJOM12A58A7CBF8,231.99302,10,0.189,-11.573,1,0.48,111.418,3,1.0,
Winds Of Plague,Origins And Endings,Decimate The Weak,SOATIOL12A8C13604E,270.13179,11,0.189,-3.225,0,0.089,126.182,3,0.979,2008.0
Leila Chicot,Sincérité (feat. Ludo),Renaissance,SONNAVD12AB018838B,248.58077,10,0.864,-6.3,0,0.694,163.992,4,0.726,
John Cale,Stainless Steel Gamelan,Stainless Gamelan: Inside The Dream Syndicate Vol. Iii,SOPHBYD12A6D4F6980,624.66567,2,0.002,-12.161,1,0.074,101.37,1,0.0,
Ten Years After,50_000 Miles Beneath My Brain (Live),Live At The Filmore East,SODKENB12A6D4F46AF,598.41261,9,0.741,-10.76,1,0.449,128.239,4,0.359,
Camp Lo,Baby Mama,The Best of Camp Lo Vol. 2,SOKFCAA12AB017EF43,233.35138,8,0.399,-13.767,1,0.651,101.867,4,1.0,
Brooke Valentine,American Girl,Chain Letter,SONFNOG12A58A78C05,218.64444,9,0.746,-5.806,1,0.499,130.495,4,0.61,2005.0
Pumpkin Buzzard,Red Castle,Perfect Dragon,SOLSEJO12AB0187C4C,41.24689,2,0.0,-12.319,1,0.0,105.115,4,0.461,
Fredi,Liian vähän aikaa,20 Suosikkia / Kun rakkaus voittaa,SOTLBOG12A6D4F8AD5,228.362,4,0.421,-11.71,0,0.457,115.082,3,1.0,
Butthole Surfers,22 Going On 23,Locust Abortion Technician,SOOIBOK12A58A7ACC6,263.70567,4,0.686,-10.981,1,0.535,146.01,4,0.129,1987.0
Heavy D,Private Dancer,Vibes,SOZLTQI12AB018143A,212.24444,2,0.088,-6.791,1,0.431,153.058,4,0.943,2008.0
DJ Godfather,DJs Are The New Rockstars-Live Mashup Mix 7,DJs Are The New Rock Stars-Live Mashup Mix,SOBSIEU12AB017D5E7,333.00853,11,0.463,-4.197,1,0.23,117.236,4,1.0,
Nightwish,Lappi Pt IV Etiäinen,Angels Fall First,SOLHRQM12A6D4F6CCF,153.44281,4,0.994,-9.326,0,0.747,131.248,4,0.066,1997.0
Snowgoons,Michael Nobody aka Poetic Death,A Fist In The Thought,SODBRVA12AF72ACA09,197.85098,1,0.315,-6.006,1,0.488,80.505,4,0.786,2009.0
Shakira,Estoy Aquí,The Remixes,SOZOEJC12CF5CFAD99,366.70649,4,0.067,-7.098,1,0.394,123.448,4,1.0,1995.0
Andy & Lucas,Mirame A La Cara (Version Salsa),Andy & Lucas (En Su Salsa),SOUIYEY12A8C13A587,274.93832,4,0.401,-7.964,0,0.411,91.341,3,0.504,
DJ Omega,Shake That Thang,Shake That Thang Remixes,SOANYAU12AB01881B7,227.73506,11,0.002,-7.834,0,0.0,151.401,4,0.671,
Darwin Hobbs,Free,WOW Gospel 2010,SOFHCUH12AB0183CA2,311.95383,1,0.323,-7.487,1,0.485,140.085,3,0.642,
Sophie B. Hawkins,I Want You,The Best Of Sophie B. Hawkins,SOIJCNT12A8C133677,316.76036,11,0.337,-11.76,1,0.378,98.406,3,0.752,1992.0
Behemoth,Malice,Thelema 6,SOWMVSQ12A8C13E1DC,146.46812,2,0.0,-5.497,1,0.0,126.154,4,0.0,2000.0
Jim Kweskin with Samoa Wilson,Why Don't You Do Right (Album Version),Now And Again,SOFQRCP12A8C13675B,265.01179,9,0.742,-12.437,1,0.586,110.837,4,0.0,
Jimmy McCracklin,It Ain't No Use,Blues Blastin': The Modern Recordings Vol 2,SOXZLHE12AAF3B5227,201.97832,0,0.523,-10.015,1,0.537,104.358,4,0.423,
The Forms,Red Gun,The Forms,SOPJFDO12A8C139B94,145.08363,3,0.067,-9.098,0,0.475,108.888,5,1.0,2007.0
Crucial Conflict,Ride Out Dip,Planet CruCon,SOMPKZM12A8C13F8B4,230.5824,6,0.42,-5.79,0,0.482,147.99,4,0.643,2008.0
Messy Marv,Tuck That Sh*t,Prices On My Head: Thug Money On Yo Family_ Vol. 2,SOHQDNH12AB01823A5,163.10812,4,0.574,-5.347,0,0.478,63.198,5,0.308,
Cake,Arco Arena,Comfort Eagle,SOCXBQG12AF72A7CBD,91.32363,9,0.523,-9.558,0,0.316,157.992,4,0.249,2001.0
The Mighty Mighty Bosstones,Pictures To Prove It,Question The Answers,SOYDTJN12AF72A86B9,196.10077,9,0.458,-7.467,1,0.471,160.138,4,0.529,1994.0
RIDDLIN' KIDS,Stop The World,Stop The World,SOGVVLP12A8C1363F1,195.65669,6,0.363,-3.044,0,0.368,144.721,4,0.419,2004.0
Tampa Red,Baby Please Don't,Tampa Red Vol. 15 1951-1953,SOACLMC12A8C13FA4C,181.08036,2,0.42,-13.939,1,0.373,72.177,1,0.0,
Coldplay,Things I Don't Understand,Speed Of Sound,SOPTYJX12A6701CDC6,295.67955,9,0.526,-6.473,0,0.496,137.008,3,0.622,2005.0
Los Del Rio_ The D.E.Y.,Mi Gitana (feat. The Dey),Quinceañera Macarena,SOAKHMK12AB0184E39,206.68036,4,0.53,-8.22,1,0.373,103.928,4,0.793,
The Rance Allen Group,Hold On (Album Version),All the Way,SOSBCKC12A8C139223,296.6722,10,0.733,-6.465,1,0.564,140.283,4,0.682,
Fontella Bass,I Can't Rest,Rescued : The Best Of Fontella Bass,SOQBJNU12A6701DFF5,175.38567,7,0.517,-6.754,1,0.542,124.826,4,0.518,2006.0
Eumir Deodato,Love Island (LP Version),VELVET LOVE,SOLSJLW12A67020AB0,397.66159,7,0.407,-13.114,1,0.47,148.277,4,0.0,
Regina Belle,You Are Everything,Reachin' Back,SOMGNHX12A8C131BB0,225.33179,10,0.203,-7.991,1,0.401,135.985,4,0.517,1995.0
Sammi Cheng,Wo Ai Ni_ Zai Jian!,La La La,SOKGATR12A6D4F9015,255.76444,2,0.843,-10.75,1,0.867,98.485,4,0.937,2004.0
Gang Of Four,A Piece Of My Heart,Hard,SOYLJYK12A8C13D18D,196.49261,9,0.172,-11.796,1,0.202,143.606,4,1.0,1983.0
Jonn Serrie,Nostalgia for Infinity,Thousand Star,SOLDYJH12AC3DF56D5,781.60934,11,0.49,-18.626,1,0.343,144.354,7,0.63,
The Cardigans,Marvel Hill,Gran Turismo,SONRIJJ12A6701FD0A,255.39873,10,0.558,-8.022,1,0.184,105.919,3,0.882,1998.0
Anane,Let's Get High (Yves Larock Radio Edit w Rap),Let's Get High,SOMWTKR12AAA15D94E,225.07057,9,0.605,-5.554,0,0.567,84.682,3,1.0,
David Arkenstone,Raindrops Keep Falling On My Head,Dream Palace,SOFVVLV12A8C140061,236.09424,2,0.905,-15.737,1,0.947,91.888,4,0.537,
Naughty By Nature featuring Phiness,Live Then Lay,Nineteen Naughty Nine Nature's Fury,SOIMLOI12A8C1383C0,241.24036,1,0.042,-9.742,0,0.314,107.936,3,1.0,
Blind Lemon Jefferson,Got The Blues,The Complete Classic Sides Remastered: Chicago 1926 Disc A,SOJBKMX12A8AE47E72,175.15057,4,0.18,-19.239,1,0.112,101.676,3,0.607,1926.0
Andy Griffith,Turn Yourn Radio On,Somebody Bigger Than You And I,SOEWPSQ12A8C132E05,151.32689,4,0.62,-11.579,1,0.545,160.623,4,0.297,
Tranzas,Serenata,Serenata,SOHTZSS12A6D4FCAC2,204.85179,8,0.594,-6.682,1,0.426,126.956,4,0.343,
Pierre Perret,Donnez-nous des jardins,Pierrot chante pour les gamins_ les marmots...,SOPCQZO12AB018596A,238.10567,4,0.64,-10.987,0,0.724,108.241,4,0.611,1975.0
Kenny Rogers,Love Is What We Make It,Very Best Of Kenny Rogers,SOFCTSL12AB0181111,258.89914,2,0.958,-15.835,1,0.793,156.507,3,0.0,1999.0
The Meatmen,So Long (Originally Performed by Abba),Cover the Earth,SOSVXWK12AB01886ED,211.3824,7,1.0,-5.712,1,0.758,149.79,4,0.71,
Mum,Mr. Crump,The Szabotnik 15 Mission,SOIYKGB12A8C1384B0,242.18077,2,0.535,-7.665,1,0.439,83.341,1,0.694,
The Sonics_ Charlie & The Tunas,Brown Eyed Girl,The Sonics Meet Charlie & The Tunas,SOEAVHU12AC468F2E3,243.1473,4,0.637,-10.207,1,0.792,130.382,4,0.54,
The Rolling Stones,Start Me Up,Live Licks,SOJAVUK12AB017EC7E,242.20689,5,0.842,-3.237,1,0.623,130.372,4,0.0,1981.0
Les Hou-Lops,C'est pour vous que je chante,Vendredi m'obsède,SOMRIAD12AB018388E,177.50159,9,0.671,-8.675,1,0.779,99.214,4,0.433,
Casey Bill Weldon,New Round And Round,Casey Bill Weldon Vol. 3 1937-1938,SOYTQSZ12A8C13A2FD,183.71873,7,0.211,-18.742,1,0.469,107.957,4,0.0,
Leroy Hutson,Lucky Fellow - Original,Leroy Hutson Selected Hits Vol. 2,SOFVSBH12AB0186671,291.49995,1,0.261,-13.629,1,0.283,97.691,4,0.369,
Yndio,Mi Vida Se Pinto De Gris,Lo Basico,SOCVKXU12A6D4F9A11,162.61179,9,0.497,-6.419,1,0.341,107.741,1,0.0,
The Black Crowes,Good Morning Captain,Before the Frost... Until the Freeze,SOPTODT12AB018CE5C,202.91873,7,0.661,-12.024,1,0.604,130.692,1,0.0,2009.0
Sukshinder Shinda,Jumke,The Way It Is,SOCHVQG12A6D4FB261,303.882,2,0.431,-6.607,1,0.496,91.513,4,0.814,
Mississippi John Hurt,Coffee Blues,Blues Routes Mississippi John Hurt,SOUQADA12AB0184E60,198.76526,1,0.082,-12.818,0,0.654,111.722,5,1.0,1966.0
The New York Dolls,Human Being,Too Much Too Soon,SOVOEOG12AF729F7DF,344.45016,4,0.232,-10.193,1,0.229,154.763,1,0.0,1974.0
The Rascals,No Love To Give (LP Version),Collections,SOHYVKJ12A6D4F6FAC,168.56771,7,0.793,-15.529,1,0.683,78.19,3,1.0,
Liquid Spill,Words- Till the mornin' comes Mix,Words,SOXHXRG12AC46898A7,376.16281,4,0.756,-8.948,0,0.503,140.133,4,0.0,
B.B. King,Please Love Me,The Very Best Of The Early Years,SOAXXGD12A8C134182,170.68363,3,0.269,-6.555,1,0.235,103.859,1,0.373,1956.0
Aerosmith,Reefer Head Woman,Night In The Ruts,SOUMBKO12A8C135722,241.8673,9,0.994,-12.328,1,0.542,94.423,3,1.0,1979.0
The Beatles / Tony Sheridan,Ain't She Sweet,Total 60s,SOHLPTB12AF72A6B20,130.95138,1,0.605,-7.455,0,0.526,159.437,1,0.0,1964.0
Various Production,Bside,Tricycle EP,SOUJGOR12A58A7BD21,239.90812,1,0.374,-16.775,1,0.348,151.992,4,0.0,2009.0
Los Fabulosos Cadillacs,Twist Y Gritos (Twist & Shout),El Ritmo Mundial,SOFGZBJ12AB01890B0,151.92771,0,0.8,-4.468,1,0.728,149.767,1,0.0,1988.0
Led Zeppelin,Immigrant Song (Album Version),Led Zeppelin III,SOAAXAK12A8C13C030,145.05751,11,0.717,-10.544,1,0.613,150.569,3,1.0,1970.0
Nora,The Power Of,Split - EP,SOUOFSG12AB0187C82,198.63465,7,0.023,-7.168,1,0.419,74.074,4,0.346,
Brian Tyler,Festival Of Holi,Partition,SOEZMXF12A67ADB0F8,128.54812,11,0.071,-13.85,1,0.473,122.653,3,0.105,2007.0
Brenda Lee,Having A Little Talk With Jesus,The Gospel Side Of Brenda Lee,SOYYLQI12A58A7FADA,133.69424,2,0.632,-9.334,1,0.632,93.033,4,0.333,
Nightwish,Kuolema Tekee Taiteilijan,Once,SODWJQR12A8C138C30,238.54975,2,0.119,-12.967,0,0.294,139.482,5,0.359,2004.0
Pee Wee King,Tennessee Central Number Nine,Country_ Honky Tonk and Hillbilly Classic,SOVZUYU12AB0183FF1,162.21995,2,0.424,-13.098,1,0.538,127.924,4,0.0,
Scweez,Don't Stop,"Rich Kidd Compilation Volume 3 ""Running the Game",SOYLJVH12AB0183749,204.32934,1,0.334,-8.11,1,0.364,105.037,4,0.649,
John Fogerty,Soda Pop,Eye Of The Zombie,SOLWVPV12A8C136FC7,354.35057,4,0.457,-7.333,0,0.455,105.131,4,0.685,1986.0
Nazz,It Must Be Everywhere (Complete Version),13th And Pine,SOJHDDU12A8C143F70,151.562,5,0.392,-9.889,1,0.272,167.829,4,0.949,
Marcel Azzola,Mon Legionnaire,L'Accordeoniste,SOYQLYS12A8C143355,323.39546,2,0.631,-21.14,1,0.534,73.526,4,0.312,
Fläskkvartetten / Daniel Bellqvist,You Were There,Voices of Eden,SOIIAIE12A8C13C5FC,258.16771,2,0.55,-12.844,1,0.499,60.956,4,1.0,
Albin Myers,BOOM!!!,Defected In The House Ibiza 09,SOBAUYA12AB0183790,425.61261,4,0.583,-8.571,1,0.269,127.84,4,0.0,
DJ Harry,Other Side of You,Collision,SOHCEBC12AB018752F,327.47057,7,0.772,-6.152,1,0.499,133.343,5,0.711,2004.0
2XL,Kissing Game,Neighborhood Rapstar,SOCRDNK12AB018A09D,230.37342,5,0.383,-4.958,1,0.432,102.949,4,1.0,
Edmundo Ros,Un Minuto Contigo (One Moment),The Latin Sounds of Edmundo Ros,SOJMRHG12AB018B633,135.88853,7,0.426,-22.153,0,0.532,127.443,1,0.677,
Pescado Rabioso,¡Hola_ Pequeño Ser!,Pescado Rabioso 2,SOMAWGO12AF72A64F8,579.44771,0,0.123,-12.977,1,0.26,111.011,4,1.0,1973.0
Agency 1.9.9.4,Everyday Struggle (Bonus),Undergrounds Series Vol. 1: Dayz Of Our Livez,SOMRJYH12A8C13165E,168.12363,1,0.529,-8.806,1,0.484,135.095,3,1.0,
Leann Rimes & Brian McFadden,Everybody's Someone (Gateway Mix),Everybody's Someone,SOISVOJ12A6D4F841D,224.83546,5,0.633,-5.872,1,0.725,137.87,4,0.416,
Robert Palmer,Man Smart Woman Smarter,Gold,SOCMLII12A6D4FAB7F,181.73342,7,0.555,-11.472,1,0.757,157.788,4,0.678,
Audio Adrenaline,Gloria (In The Name Of Love Album Version),In The Name Of Love,SOJHUKL12A58A7E7FD,285.83138,9,0.0,-4.035,0,0.165,144.987,4,0.0,
Frost,Two of a Kind,Cursed Again & Talking To God,SOLZCFG12A8C13C146,271.882,1,0.355,-5.981,1,0.29,154.753,4,0.161,
Dylan Kuo,Shen Lai,Not Anymore,SODPMJS12A6D4FA2A0,186.22649,4,0.596,-5.105,1,0.602,155.726,4,0.0,
The Bronx Horns,The Preacher,Silver In the Bronx,SOTZFQP12AB018038A,265.61261,10,0.307,-8.559,1,0.21,123.768,3,0.298,
Gonzalo Rubalcaba,Principe Nino,Mi Gran Pasion,SORLPWM12AB017F78F,374.49098,9,0.522,-12.101,1,0.396,142.839,1,0.0,
Precious Bryant,Blues All Around My Bed,Fool Me Good,SOAHARW12AB017BAE8,154.30485,9,0.71,-11.301,1,0.609,179.081,1,0.0,2002.0
Leona Naess,Paper Thin,Comatised,SOJCGJE12A6D4F79F3,645.38077,9,0.494,-12.793,0,0.446,120.36,4,0.803,2000.0
Klubbingman feat. Beatrix Delgado,Another Day Another Night,Another Day Another Night,SOUZLSE12AB0184B1D,209.29261,11,0.627,-4.95,1,0.529,142.956,4,0.472,
The Chieftains,Carolan's Concerto,Music Of The Celtic Harp,SOCQVYX12A8C1389E1,185.86077,2,0.771,-14.344,1,0.658,175.711,4,0.0,1971.0
D.R.S.,Gangsta Lean (Gangstapella),Gangsta Lean,SOHNCST12A8151AF91,237.16526,5,0.621,-22.258,0,0.499,165.168,3,0.862,1993.0
Galactic,Cafe deClouet,Crazyhorse Mongoose,SOJSIAL12AF72A275E,21.39383,5,0.539,-30.249,1,0.342,102.841,3,0.681,1998.0
The Harvard Lampoon Comedians,Hired Security,The Harvard Lampoon Comedy CD - No Escape From Danger,SODGYDA12A8C140E96,77.21751,1,0.785,-10.447,1,0.558,151.215,7,0.685,
Information Society,Slipping Away/Here Is Kazmeyer,Hack,SORFWYL12A8AE47846,251.61098,9,0.578,-13.573,1,0.606,90.011,4,0.751,1990.0
Perrey And Kingsley,The Unidentified Flying Object,The Out Sound From Way In!,SOFVUDX12AB017E4BB,119.64036,5,0.723,-12.12,1,0.492,140.638,1,0.0,1988.0
Barbara Fairchild,Comfort Creek,Stories,SOFRWTI12AB0184792,178.36363,3,0.093,-10.576,1,0.39,186.423,7,0.189,
Yolandita Monge,Cierra Los Ojos Y Juntos Recordemos - Original,Yolandita Monge Selected Hits Vol. 1,SOIWZKY12AB0183F0D,214.49098,1,0.047,-15.632,0,0.398,110.599,4,0.171,
David Guetta - Joachim Garraud - Chris Willis,Love Is Gone (Eddie Thoneick's Liberte Mix),Love Is Gone,SONXJXB12A8C138151,432.90077,11,0.717,-9.173,0,0.527,85.351,1,1.0,
Hatebreed,Destroy Everything (Album Version),Supremacy,SOYBTCQ12A8C1323B8,209.05751,7,0.115,-3.08,1,0.485,110.016,4,0.981,2006.0
Anti-Flag,The Gre(A)t Depression,The People or The Gun,SOVMQSA12A58A789E3,188.55138,11,1.0,-5.032,1,0.762,146.141,1,0.0,2009.0
Pam Thum,See You in the Morning,Faithful,SOGOYFU12AB018D9EF,291.02975,1,0.134,-11.178,1,0.449,141.175,4,0.749,
Less Than Jake,Automatic,Losing Streak,SOPVOHK12A6310D84C,125.28281,2,0.635,-4.285,1,0.534,133.05,1,0.0,1996.0
Anti-Flag,I Don't Wanna be a War Hero,Live at the Fireside Bowl,SOTRPCV12A6D4FAB31,99.00363,1,0.231,-6.459,1,0.0,106.065,1,0.0,2003.0
Pelt,Bestio Tergum Degero Pt. 3,Skullfuck (Bestio Tergum Degero),SOLXFEV12A58A7AE81,116.58404,6,0.097,-14.223,1,0.362,87.46,7,0.589,
Lupe Fiasco,Kick_ Push II (Album Version),Lupe Fiasco's Food & Liquor,SOTQLJE12CF58274B5,251.68934,2,0.0,-4.237,1,0.23,85.015,4,1.0,
Her Majesty's Finest,Snapshot Samurai,Warning Bell,SOZHXPN12A8C1360A0,147.98322,2,0.626,-4.762,1,0.612,139.878,4,0.0,
Tyrone Taylor,True Love,Reggae Max,SOVLMTZ12AB018530D,290.16771,0,0.439,-7.06,1,0.437,174.33,1,0.0,
Kuijken Kwartet,Introitus: Requiem: Dies Irae,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,SOBJUHE12A8C134796,125.93587,9,0.442,-20.868,1,0.363,135.759,1,0.0,
T.G. Sheppard,You're My First Lady,The Very Best Of,SOSFRGF12A8C13667A,210.75546,7,0.643,-18.261,1,0.758,157.968,4,0.701,1992.0
Dr. Elmo,Christmas Won't be the Same Without Johnny,Dr. Elmo's Twisted Christmas,SOGHVNS12A8C139B59,152.37179,0,0.906,-16.709,1,0.781,98.508,1,0.0,
David Jalbert,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,Faure: Complete Nocturnes - David Jalbert,SODXQQY12A8C13850E,508.02893,3,0.118,-25.698,1,0.336,90.19,1,0.337,
Julien Clerc,Ma Préférence (Live),Olympia 94,SOBWDGC12A6D4F8AFC,266.29179,8,0.125,-12.623,1,0.448,97.007,4,0.352,1994.0
The Jason Bonham Band,Hold On,MAD HATTER,SOYTWDP12A8C138214,260.51873,0,0.609,-8.013,1,0.533,142.26,4,0.559,1992.0
Busta Rhymes,We Got What You Want,Genesis,SOFUBAO12A8C139CAB,231.49669,8,0.0,-5.349,0,0.0,176.83,3,1.0,2001.0
Paul Taylor,East Bay Bounce,Nightlife,SOAQKKK12A58A7859A,249.83465,5,0.269,-4.73,1,0.042,100.058,4,0.683,
Greek Gypsy Musicians,Teska (Teska),Music of the Greek Gypsies,SOHEUFA12AB017F9A0,214.72608,5,0.277,-11.277,0,0.55,158.419,7,0.695,
VHS Or Beta,Forever,Night On Fire,SOJLTFB12A6D4F91FC,343.562,8,0.637,-5.82,0,0.452,123.847,4,1.0,2004.0
Vixen,One Night Alone,Vixen,SOKBKCA12A6D4F7539,229.642,0,0.725,-12.818,1,0.635,129.846,4,0.0,1988.0
Bill Douglas,Infant Dreams,Jewel Lake,SORDRKC12AB0189339,147.17342,5,0.59,-33.364,1,0.808,108.948,4,0.0,
Kol Simcha,Why,Voice Of Joy,SORCBKI12AAF3B2DF2,548.38812,0,0.651,-24.568,0,0.866,156.27,4,0.729,
Joey McIntyre,All The Way,Talk To Me,SOJIUVL12AB01867D9,173.322,5,0.624,-19.928,1,0.659,202.693,5,0.471,
Josh Mullins,Mom,I Wouldn't Buy This Either,SOMOUFN12AC4688186,162.01098,8,0.0,-13.675,0,0.085,81.827,1,0.715,
Dennis Brown,Ballroom Floor,Ragga With Maximum Respect,SOAXNTS12A8C142187,218.46159,7,0.375,-8.588,0,0.178,88.384,4,0.839,
Kingston Trio,Goodnight Irene,The M.T.A.,SOPSOHL12AB0185A0C,165.48526,9,0.0,-13.196,0,0.185,142.763,1,0.0,
Be Bop Deluxe,Music In Dreamland,Air Age Anthology,SOJCSXO12A8C13A80B,285.1522,1,0.619,-11.969,1,0.617,126.729,4,0.0,1975.0
Peret,Ole Con Ole,Peret Y Su Rumba,SORTPAX12AB018448A,170.91873,1,0.026,-10.903,0,0.269,144.072,3,0.244,
Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,Touch Your Button Carnival Jam,CARNIVAL VOL. II Memoirs of an Immigrant,SOEPYCP12AF72A77E0,809.58649,7,0.112,-3.894,1,0.36,129.703,7,1.0,
Headliners,90er,Das Album zum Film,SOOUBMT12A8C13DB6D,347.79383,8,0.766,-4.281,1,0.666,170.041,4,0.572,2006.0
Clementina De Jesus,Itinerario,Nova Bis-Clementina de Jesus,SOBMAUD12A6D4F9181,181.39383,4,0.358,-9.735,0,0.406,212.401,7,0.006,
The Velvet Underground,Stephanie Says,The Velvet Underground Story 2CD Set,SOUZIIN12AB017FB85,170.89261,0,0.491,-15.591,1,0.609,112.48,4,0.0,1985.0
The Disposable Heroes Of Hiphoprisy,Music And Politics,Hypocrisy Is The Greatest Luxury,SOZGCTW12A6310E84F,241.52771,2,0.057,-18.454,1,0.15,108.616,4,0.876,1992.0
Big Audio Dynamite,Free (lp),Planet Bad Greatest Hits,SOWDXXY12A8C133818,209.97179,2,0.187,-12.019,1,0.389,122.077,4,0.634,
Mazz,Más Y Más,15 Exitos,SOHVKVP12A6D4F827A,251.61098,0,0.925,-13.327,1,0.562,106.847,4,1.0,
KT Tunstall,Under The Weather,Eye To The Telescope,SOLMCFH12A58A7FACE,216.5024,7,0.0,-9.911,1,0.286,142.121,3,0.661,2004.0
Barry Manilow,Say Goodbye,Here At The Mayflower,SOUXUOP12A8C14318F,247.24853,4,0.345,-7.518,0,0.439,120.08,4,1.0,
Jean Marc Thibault,Fleur De Paris,Chantez,SOIWHMK12AB017D7E0,138.94485,0,0.133,-14.406,1,0.329,136.577,1,0.206,
Sabda Brahma,Jahuu_ Gandiva laulaa!,Dham Rockas,SOXJPKH12A8C134149,349.51791,10,0.214,-9.651,0,0.501,119.987,4,0.193,
Alias,After All The Love Is Gone,Alias,SOBUDOC12A6D4F8AC2,256.67873,0,0.576,-10.223,1,0.561,120.093,4,0.739,
The Prodigy,Wake Up Call (Album Version),Always Outnumbered_ Never Outgunned,SOCWAFA12A8AE48A78,296.38485,10,0.347,-2.029,0,0.441,115.236,4,1.0,
Arthur Tracy,Where Are You?,Street Singer,SOUMIWY12AB0186040,188.86485,8,0.289,-17.193,1,0.427,81.858,4,0.965,
Gertrudis,Carita De Rosa,Teta,SOSFWSU12A8AE46BB9,233.27302,9,0.586,-5.92,0,0.551,208.002,4,0.636,2003.0
Clara Nunes,Zambele (1997 Digital Remaster),Guerreira,SOHLLRA12A6D4F7DBA,193.48853,6,0.855,-10.363,1,0.741,171.505,4,0.259,
The Distillers,World Comes Tumblin' Down,The Distillers,SOYOTEG12A8C1388DB,188.21179,7,1.0,-5.008,1,0.821,178.142,4,0.0,2000.0
David Saylor,Big World,True Reflection,SODFAUU12AC95F0330,217.65179,7,0.453,-8.852,1,0.525,102.99,4,0.436,
Philippe Sarde,LOVESICK - Obsession in ¾ Time,Sister Mary Explains It All,SOAIWTO12A8C1419E7,172.30322,2,0.711,-18.226,1,0.605,167.559,4,0.477,
Gorillaz,All Alone (Live),Dirty Harry,SOWWSFI12A6D4F8B25,219.37587,7,0.512,-7.36,1,0.581,148.0,4,0.463,2005.0
Andrae Crouch,Jesus Is the Lord,More Of The Best,SOILXAQ12AC4687421,352.86159,10,0.335,-11.714,0,0.465,85.989,4,1.0,
Carlos Baute,Pobre diabla (Directo 09),Directo en tus manos,SOAIAWN12AB0187356,236.77342,9,0.587,-4.548,0,0.487,122.645,5,0.749,
Russ Morgan,The Object Of My Affection,Music In The Morgan Manner (Digitally Remastered),SOKFBEQ12AC960A01C,197.38077,3,0.0,-14.728,1,0.352,100.341,1,0.0,
Phil Collins,Please Come Out Tonight,Both Sides,SOBXWUS12A58A7DF5C,346.5922,3,0.778,-15.018,1,0.769,89.921,4,0.473,1993.0
Huey Dunbar,Llegaste Tú,Music For My Peoples,SONDYJW12AB017FD61,249.52118,3,0.369,-5.951,1,0.421,98.998,4,0.256,
Bon Jovi / Ray Davies,Celluloid Heroes,Misunderstood,SOCMIGC12A6702090E,336.84853,6,0.896,-5.158,1,0.688,130.281,4,0.283,2002.0
Timo Maas,First Day (Album version),Pictures,SOZYPNV12A6701E3B8,232.38485,11,0.175,-5.797,0,0.539,124.995,4,1.0,2005.0
Harry Choates,Jole Brun,Fiddle King Of Cajun Swing,SOCCQJD12A58A7D627,138.1873,6,0.418,-16.188,1,0.459,152.709,3,1.0,
